"customer_status","age","dependents","education","marital_status","employment_status","income","card_type","months_since_first_account","total_accounts","months_inactive_last_year","contacted_last_year","credit_limit","utilization_ratio","spend_ratio_q4_q1","total_spend_last_year","transactions_last_year","transaction_ratio_q4_q1"
"closed_account",47,3,"bachelors","married","full_time",33265,"blue",35,6,3,2,1781,0,0.693,2196,35,0.75
"closed_account",41,3,"associates","married","full_time",46369,"blue",33,4,3,4,1639,0,0.481,2242,44,0.571
"active",44,4,"associates","single","self_employed",60120,"gold",32,5,3,2,3233,0.32,0.759,1256,29,0.706
"closed_account",47,4,"masters","divorced","full_time",91932,"blue",28,6,1,3,8757,0,0.507,2108,47,0.516
"active",50,1,"masters","married","self_employed",33925,"blue",36,3,1,2,4143,0.456,0.561,3940,74,0.805
"active",62,1,"associates","married","full_time",35379,"blue",54,3,3,4,2941,0.399,0.436,1453,27,0.35
"closed_account",43,2,"masters","married","full_time",35639,"blue",25,6,2,4,10388,0.189,0.703,10294,61,0.649
"closed_account",40,4,"masters","married","part_time",69087,"blue",35,3,4,3,20178,0.077,0.324,1735,44,0.375
"closed_account",46,3,"associates","single","self_employed",39279,"blue",39,1,0,4,13092,0.15,0.686,936,25,0.25
"active",53,4,"associates","married","part_time",86670,"silver",46,4,2,3,15242,0.077,0.496,1876,57,0.5
"closed_account",51,1,"associates","single","full_time",104461,"gold",38,2,3,3,28605,0,1.054,5524,67,0.718
"active",44,3,"associates","single","part_time",73762,"blue",31,4,3,1,12756,0.066,1.932,1413,14,1.8
"active",43,3,"masters","single","part_time",70105,"blue",30,3,2,4,19711,0,1.037,3602,72,1
"closed_account",42,5,"associates","married","part_time",67849,"silver",22,6,2,4,5096,0,0.808,2574,43,0.483
"active",47,1,"associates","single","part_time",35121,"blue",36,6,5,1,5222,0.482,0.569,4433,81,0.588
"active",43,2,"masters","married","self_employed",114701,"blue",38,2,1,2,34516,0,0.674,14160,124,0.771
"active",56,0,"associates","married","full_time",36101,"gold",48,4,1,2,4203,0.468,0.441,1425,32,0.778
"closed_account",44,3,"masters","married","part_time",46770,"blue",40,2,2,6,9502,0.259,0.915,2310,57,0.676
"active",42,3,"masters","single","part_time",45623,"gold",34,1,2,1,1528,0.537,0.908,5212,88,0.833
"closed_account",41,5,"masters","single","full_time",66687,"blue",32,2,3,4,34516,0.073,0.465,1727,35,0.458
"closed_account",36,2,"masters","married","part_time",36215,"blue",25,5,2,3,1691,0,0.865,2716,63,0.703
"active",45,1,"masters","married","part_time",100751,"blue",34,3,2,2,9705,0.088,0.481,2001,34,0.889
"active",40,3,"bachelors","married","self_employed",56474,"silver",22,3,3,3,12588,0.159,0.996,1561,26,1
"closed_account",45,3,"associates","married","part_time",48023,"blue",37,4,2,4,3304,0,0.532,1731,32,0.28
"active",43,3,"masters","single","full_time",61428,"blue",31,4,2,1,11186,0.199,0.708,3692,84,0.647
"closed_account",49,2,"associates","divorced","part_time",103815,"blue",36,4,2,4,34516,0.073,0.376,1789,48,0.455
"closed_account",36,1,"associates","single","part_time",34414,"silver",24,2,1,2,1735,0,0.74,2467,35,0.346
"active",60,1,"masters","single","self_employed",35132,"silver",55,4,1,0,2346,0.916,0.666,4592,90,0.8
"closed_account",51,3,"bachelors","single","part_time",35092,"blue",36,3,3,3,8960,0.248,0.382,1853,40,0.333
"active",47,3,"masters","single","full_time",85805,"gold",38,2,1,2,33184,0.026,0.728,7190,93,0.525
"closed_account",54,1,"masters","single","self_employed",95821,"blue",36,1,3,2,18512,0.09,0.889,8019,57,0.583
"active",48,3,"masters","married","part_time",34504,"gold",40,6,3,3,13991,0.113,0.864,4100,74,0.721
"active",39,1,"associates","single","full_time",66829,"blue",22,4,3,3,9204,0.092,0.673,1820,58,0.611
"active",53,1,"bachelors","single","full_time",34928,"silver",38,3,3,2,3895,0.509,0.839,16023,119,0.725
"active",36,2,"masters","married","full_time",34405,"blue",25,5,3,4,4701,0.317,0.805,1679,32,0.455
"active",44,3,"associates","single","full_time",36273,"gold",32,2,2,1,1430,0.622,0.762,4687,85,0.932
"closed_account",49,3,"associates","married","full_time",73106,"blue",34,6,3,3,1511,0,0.432,1329,35,0.591
"active",52,2,"associates","single","full_time",34043,"silver",36,1,2,3,3029,0.748,0.842,14934,113,0.823
"closed_account",57,3,"associates","single","full_time",66116,"blue",36,1,4,2,8389,0.234,0.384,1334,38,0.407
"closed_account",50,3,"associates","married","full_time",81196,"gold",36,5,3,3,34516,0.066,0.876,8045,71,0.868
"active",28,0,"associates","single","self_employed",31244,"blue",20,1,1,3,4342,0.206,0.878,17064,116,0.758
"closed_account",45,2,"associates","single","part_time",34858,"blue",37,3,2,2,8924,0,0.547,1720,42,0.4
"active",33,2,"masters","divorced","self_employed",70071,"silver",21,5,3,3,20791,0,0.744,2883,93,0.755
"closed_account",34,1,"masters","married","part_time",32256,"silver",36,2,3,3,2401,0.207,0.647,2597,40,0.379
"active",56,3,"associates","single","full_time",107837,"gold",46,2,3,2,34516,0,0.887,8416,93,0.632
"active",54,1,"masters","married","full_time",33492,"silver",41,3,2,4,4658,0.126,0.856,1351,30,1.5
"active",49,1,"masters","divorced","full_time",44848,"blue",40,3,2,3,1430,0,0.675,3886,77,0.75
"closed_account",51,2,"bachelors","married","full_time",31542,"silver",36,1,2,2,2114,0,0.875,2872,45,0.5
"active",47,2,"masters","married","part_time",105016,"silver",35,1,3,1,30300,0.038,0.715,4146,64,0.882
"closed_account",46,4,"associates","married","full_time",50321,"blue",39,5,3,3,1430,0.569,0.786,2488,44,0.692
"active",46,2,"associates","single","self_employed",137120,"silver",32,2,3,1,34516,0.067,0.855,15754,121,0.729
"closed_account",44,2,"bachelors","single","part_time",32361,"gold",34,4,3,3,1751,0,0.506,2078,37,0.423
"closed_account",48,4,"associates","married","full_time",37286,"blue",37,1,2,3,3607,0,0.504,2013,35,0.458
"active",43,4,"associates","married","part_time",68937,"blue",37,4,1,3,3482,0.558,0.926,3512,63,0.853
"active",46,4,"masters","single","part_time",74696,"gold",38,3,3,2,4335,0.572,0.543,1373,36,1.118
"active",52,4,"associates","single","full_time",90150,"gold",36,5,3,3,9078,0.132,0.745,4458,87,0.812
"closed_account",53,4,"masters","married","part_time",143904,"blue",38,5,2,3,34516,0,0.854,8417,72,0.714
"active",51,3,"masters","single","full_time",35314,"blue",36,1,3,1,3276,0.45,0.759,14212,116,0.681
"active",42,3,"associates","single","part_time",36630,"blue",24,4,3,2,2171,0.652,0.773,4992,77,0.833
"active",65,0,"masters","married","part_time",47309,"blue",56,5,3,0,2961,0.53,0.908,1937,57,0.781
"closed_account",51,1,"associates","single","full_time",35459,"blue",33,6,3,3,2006,0.802,1.043,2760,38,0.652
"active",39,1,"masters","married","full_time",34480,"gold",34,6,3,5,6458,0.279,0.923,2315,49,0.581
"closed_account",49,5,"bachelors","married","part_time",54024,"gold",45,2,2,3,1430,0,0.734,815,21,0.615
"active",48,3,"bachelors","married","full_time",82201,"blue",36,6,2,2,34516,0,0.691,1733,54,0.636
"active",35,4,"associates","married","full_time",45409,"blue",27,6,2,3,5325,0.248,1.045,1814,43,0.593
"active",55,3,"masters","married","full_time",95691,"gold",36,6,1,0,6400,0.309,0.696,4475,91,0.685
"closed_account",49,5,"associates","married","full_time",50189,"gold",44,2,3,4,3893,0,0.662,1866,37,0.947
"closed_account",50,2,"masters","married","self_employed",79638,"blue",43,4,3,4,3143,0,0.764,2297,37,0.321
"closed_account",51,3,"associates","married","full_time",34003,"blue",33,3,3,3,7428,0,0.873,8078,62,0.722
"active",43,2,"associates","married","part_time",77110,"blue",31,2,3,1,13381,0.138,0.883,14532,116,0.871
"closed_account",52,1,"associates","single","part_time",107793,"blue",44,1,3,2,3770,0,0.544,2387,51,0.5
"active",49,3,"associates","single","full_time",64784,"blue",45,1,1,1,2122,0.519,0.711,7404,103,0.515
"active",49,3,"associates","married","part_time",34169,"gold",36,3,1,2,2454,0.839,0.804,3777,75,0.596
"active",34,3,"masters","married","full_time",45632,"silver",25,6,2,2,2275,0.645,0.757,4977,88,0.692
"active",42,0,"associates","married","self_employed",37041,"silver",28,1,1,1,8798,0.172,0.845,8020,74,0.721
"closed_account",45,3,"masters","single","full_time",76202,"blue",32,2,3,2,13162,0,0.512,1424,38,0.583
"closed_account",38,3,"masters","married","self_employed",35350,"blue",36,3,2,3,2300,0,0.703,2500,47,0.119
"closed_account",47,2,"associates","single","part_time",98847,"gold",36,4,3,5,4754,0,0.618,2607,41,0.367
"active",45,2,"masters","married","full_time",33556,"gold",31,2,1,2,1946,0.608,0.806,8423,82,0.708
"active",44,3,"associates","married","full_time",35339,"blue",31,3,3,4,4985,0.277,0.896,4222,61,0.605
"active",56,4,"bachelors","single","full_time",89871,"gold",41,6,1,4,17753,0.107,0.851,3986,64,0.73
"active",58,3,"masters","married","full_time",32494,"silver",53,5,3,2,5798,0.309,0.564,1724,45,0.452
"active",43,2,"associates","single","full_time",38746,"blue",37,4,3,0,6611,0.157,0.744,4037,74,0.682
"active",61,1,"masters","married","full_time",49477,"blue",50,3,3,1,3359,0.418,0.684,4871,79,0.975
"active",42,5,"masters","married","self_employed",54047,"gold",36,2,1,1,7434,0,0.63,4182,76,1.171
"closed_account",46,3,"bachelors","married","part_time",32425,"blue",36,5,2,2,1430,0.844,0.783,2445,39,0.444
"active",35,2,"doctorate","married","self_employed",52819,"gold",24,5,2,3,2655,0.575,0.715,1921,26,0.444
"closed_account",49,2,"masters","single","full_time",34258,"gold",31,5,1,2,5456,0.174,0.737,1096,27,0.588
"active",43,3,"masters","single","full_time",157624,"blue",31,3,3,3,1430,0,0.663,1867,45,0.875
"active",57,3,"masters","single","full_time",125199,"blue",36,2,2,1,17268,0.069,0.637,4077,90,0.698
"closed_account",38,2,"masters","married","part_time",36220,"blue",33,4,3,3,3388,0,0.368,1959,52,0.857
"active",52,4,"masters","married","full_time",47129,"silver",33,5,2,1,5776,0.151,0.894,4029,72,0.636
"active",42,1,"masters","single","full_time",73578,"blue",37,4,1,1,2596,0.466,0.549,4642,78,0.696
"active",42,2,"associates","single","full_time",36807,"silver",23,2,2,3,3172,0.366,0.588,4163,83,0.804
"closed_account",55,4,"associates","married","full_time",30430,"blue",36,4,2,3,1477,0,0.719,2419,49,0.531
"active",52,2,"masters","single","full_time",36431,"silver",34,3,3,3,6265,0.268,0.769,8162,89,0.589
"active",47,3,"masters","divorced","full_time",69923,"gold",37,6,3,0,5731,0.275,0.657,1554,26,0.444
"closed_account",38,3,"bachelors","single","part_time",40976,"blue",19,1,2,4,3458,0.093,0.586,2256,40,0.29
"active",47,3,"masters","married","self_employed",34250,"blue",41,6,1,4,5833,0.3,0.551,3732,75,0.531
"active",32,0,"associates","divorced","full_time",36132,"gold",36,5,2,4,2699,0.596,0.893,2141,56,0.806
"closed_account",50,2,"bachelors","married","full_time",30343,"blue",39,2,3,2,1430,0,0.588,1859,41,0.464
"closed_account",58,1,"associates","divorced","part_time",58528,"gold",54,3,5,3,3266,0.263,0.74,2151,46,0.438
"active",46,2,"bachelors","single","full_time",65044,"silver",36,3,3,2,4939,0.262,0.911,2150,43,0.87
"active",49,3,"masters","married","self_employed",63850,"silver",36,5,2,3,15942,0,0.723,1742,41,0.323
"closed_account",49,3,"masters","married","self_employed",99618,"blue",45,3,0,4,23870,0,0.604,1885,39,0.345
"active",49,4,"associates","single","part_time",70032,"blue",30,5,3,3,1579,0.57,0.592,4354,70,0.707
"active",52,3,"masters","single","full_time",107465,"silver",47,1,3,3,25410,0,0.559,5472,70,0.591
"closed_account",58,4,"masters","married","part_time",35446,"blue",46,2,3,3,2536,0,0.917,901,35,0.522
"active",44,3,"associates","single","self_employed",94791,"gold",29,6,3,1,34516,0.036,0.547,3275,67,0.595
"active",51,1,"associates","single","full_time",94078,"blue",45,6,1,3,13287,0.14,0.603,3851,75,0.705
"active",56,5,"doctorate","married","part_time",98866,"silver",48,4,2,2,11281,0.188,0.534,1255,30,0.304
"active",39,3,"associates","single","part_time",33249,"silver",27,6,2,1,5363,0,0.67,4121,78,0.625
"closed_account",50,1,"masters","divorced","part_time",72736,"blue",44,3,4,3,7050,0.143,0.639,2176,39,0.56
"active",49,3,"masters","single","part_time",55632,"silver",36,2,2,2,23981,0.059,0.844,14455,96,0.846
"active",52,1,"associates","married","full_time",153753,"blue",36,5,3,3,31733,0,0.735,3723,53,0.767
"closed_account",32,0,"masters","single","full_time",37943,"silver",20,5,1,5,3983,0.108,0.887,3098,46,0.438
"closed_account",43,4,"bachelors","married","full_time",34111,"blue",23,6,2,3,7706,0.051,0.764,965,27,0.421
"closed_account",62,0,"associates","married","part_time",34637,"blue",51,4,2,3,5210,0,0.64,2162,36,0.161
"closed_account",45,4,"masters","married","full_time",91252,"blue",35,2,3,3,23542,0.056,0.462,2152,46,0.438
"closed_account",50,4,"masters","single","full_time",33422,"blue",44,2,3,2,3201,0.786,0.445,1880,42,0.355
"active",53,3,"bachelors","married","full_time",54385,"blue",46,6,3,1,2192,0.523,0.622,4756,85,0.735
"active",44,5,"masters","married","full_time",67829,"silver",35,4,1,2,6273,0.156,2.275,1359,25,1.083
"closed_account",48,4,"associates","single","full_time",105986,"blue",43,2,3,4,34516,0,0.671,1626,28,0.4
"closed_account",40,2,"masters","single","part_time",70937,"blue",20,4,2,4,4283,0,0.878,8672,64,1.207
"active",42,5,"masters","married","full_time",36567,"blue",37,5,2,3,2541,0.55,0.635,4698,88,0.833
"active",47,1,"associates","single","full_time",55806,"blue",34,5,1,3,2099,0.555,0.717,4471,80,0.667
"closed_account",37,2,"doctorate","single","full_time",48235,"blue",18,4,1,3,1900,0,0.776,2880,46,0.353
"closed_account",58,0,"associates","married","part_time",32394,"blue",36,3,2,2,7418,0.053,0.826,911,26,1
"closed_account",48,2,"masters","married","self_employed",37934,"blue",30,3,3,3,4204,0,0.703,2316,43,0.536
"active",34,0,"associates","married","part_time",34809,"gold",26,5,3,1,2291,0,0.892,5409,82,0.822
"active",42,5,"associates","divorced","part_time",37107,"gold",36,5,2,3,2069,0.623,0.81,5668,82,0.64
"active",49,4,"bachelors","divorced","self_employed",153783,"silver",41,3,1,1,7184,0.168,0.657,3244,58,1
"closed_account",41,3,"doctorate","single","full_time",97178,"blue",29,2,2,3,24001,0.068,0.965,9102,75,0.974
"closed_account",39,1,"masters","single","full_time",45523,"blue",33,3,3,4,2088,0.467,1.144,2866,59,0.735
"active",48,5,"masters","married","full_time",43991,"gold",38,4,4,1,5219,0.207,0.568,3481,78,0.625
"closed_account",63,0,"masters","single","part_time",36696,"silver",55,5,0,2,18550,0,0.908,2616,42,0.826
"active",55,1,"associates","single","self_employed",34493,"gold",36,5,2,3,7982,0.112,0.778,4387,71,0.511
"closed_account",52,5,"associates","married","part_time",35472,"gold",36,4,3,3,9611,0,0.84,7636,64,0.829
"closed_account",37,3,"masters","single","full_time",38101,"blue",24,2,1,4,2802,0.878,1.029,1406,28,0.077
"closed_account",41,2,"masters","married","self_employed",33970,"blue",31,3,3,3,2580,0.828,1.056,2981,40,0.481
"closed_account",53,2,"associates","married","part_time",97532,"blue",36,1,3,3,4503,0,0.659,748,20,0.429
"closed_account",40,4,"doctorate","married","part_time",35164,"blue",21,1,2,1,2984,0.843,0.574,2373,53,0.359
"active",59,1,"bachelors","single","full_time",36487,"blue",49,6,5,4,4072,0,0.464,1966,43,1.15
"closed_account",43,3,"associates","married","part_time",55893,"blue",35,2,2,3,1430,0,0.694,891,28,0.4
"closed_account",51,3,"masters","divorced","part_time",36897,"blue",41,5,3,3,1495,0.462,0.705,2552,42,0.556
"closed_account",58,2,"associates","single","part_time",109959,"blue",52,1,2,4,3091,0.814,0.602,1844,49,0.633
"active",57,2,"associates","married","full_time",164152,"silver",36,3,2,2,23700,0.055,1.487,1644,28,0.647
"closed_account",34,1,"associates","single","full_time",32580,"gold",25,1,2,3,3074,0,0.718,2721,54,0.688
"closed_account",45,2,"masters","married","full_time",75479,"blue",25,3,5,3,1430,0,0.676,709,27,0.421
"active",53,1,"associates","married","full_time",132576,"gold",36,2,3,3,19252,0.039,0.814,14074,112,0.623
"closed_account",46,2,"associates","married","full_time",68935,"blue",30,4,3,2,1430,0.473,0.731,2527,38,0.583
"closed_account",37,2,"masters","single","self_employed",36326,"silver",36,2,3,0,1610,0,0.889,2729,45,0.406
"closed_account",42,3,"doctorate","single","full_time",35741,"silver",30,2,3,3,1430,0,0.373,1693,37,0.423
"active",52,4,"masters","married","self_employed",31698,"blue",37,6,3,4,1430,0.544,0.733,3464,70,0.795
"active",47,1,"associates","divorced","full_time",117104,"gold",38,3,2,3,34516,0.023,0.899,1823,27,0.8
"closed_account",41,5,"masters","married","part_time",33449,"silver",28,2,3,3,1504,0.645,0.864,2801,51,1.217
"active",38,3,"associates","married","full_time",162878,"blue",33,5,3,4,30746,0.038,0.653,1519,43,0.72
"active",48,2,"masters","divorced","self_employed",63925,"blue",33,4,2,4,2998,0.597,0.807,1825,31,0.348
"closed_account",50,2,"masters","married","part_time",91757,"blue",31,3,3,3,12906,0.025,0.76,2078,62,0.55
"closed_account",33,2,"masters","married","part_time",35347,"blue",20,3,2,5,3202,0,1.012,2917,37,0.682
"closed_account",36,4,"masters","married","part_time",33457,"blue",24,3,2,2,3261,0.772,0.378,856,18,0.059
"closed_account",55,3,"masters","married","part_time",36358,"gold",45,1,3,1,2815,0.656,0.563,2618,29,0.45
"active",45,3,"masters","married","full_time",37586,"blue",28,5,1,2,2535,0.963,1.705,1312,20,1.222
"active",51,3,"associates","single","part_time",75154,"blue",43,5,3,3,7119,0.213,0.925,4969,84,0.909
"active",44,2,"masters","married","full_time",80631,"blue",37,6,3,2,24221,0.053,0.452,3361,63,0.853
"active",53,2,"bachelors","single","part_time",34367,"gold",46,3,5,2,2153,0,0.766,4628,69,0.971
"closed_account",44,3,"associates","single","full_time",34987,"blue",37,3,2,3,1900,0,0.864,2298,45,0.452
"active",44,1,"associates","divorced","self_employed",33034,"silver",37,1,2,3,5594,0.221,0.549,5220,75,0.829
"closed_account",50,2,"masters","married","part_time",52493,"blue",43,4,3,3,13067,0,1.061,5468,71,0.775
"active",57,2,"associates","divorced","part_time",34240,"blue",50,5,3,5,3276,0,0.972,3758,61,0.694
"active",57,3,"associates","married","full_time",34097,"blue",51,6,2,3,1511,0,0.678,4683,87,0.706
"active",44,4,"masters","divorced","part_time",66766,"silver",32,6,3,2,11651,0.117,0.563,3870,64,0.561
"closed_account",47,5,"doctorate","married","full_time",34811,"gold",42,3,5,3,4345,0.501,0.752,2458,44,0.467
"closed_account",45,3,"associates","divorced","self_employed",34424,"blue",32,3,2,2,1942,0,0.366,1853,31,0.107
